Port Name,State,Port Code,Border,Date,Measure,Value
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,619
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,7388
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,54
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,40642
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,0
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,12316
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,4
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,14600
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,159
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,2012
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Trains,19
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,1644
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,66851
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,0
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,4061
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Buses,2003
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,475
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,8238
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,30
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,2868
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,5930
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Buses,143
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,922
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,1583
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,58
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,227766
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,65
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,21
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Buses,68
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,394
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Buses,3
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,10604
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,201
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,95728
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,6
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,2779
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Buses,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,4634
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,0
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Buses,1
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,4520
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,8337
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,1391
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,263
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,27
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,11791
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Buses,90
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,1090
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,161
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,2259
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Buses,5
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Trucks,756
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,2846
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Ferry,WA,3013,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Trains,26
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,4228
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,6856
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Trains,18
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,104
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Buses,35
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,50756
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,1101
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,62
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,4
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,419
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,29867
Laurier,WA,3016,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,4784
Danville,WA,3012,US-Canada Border,09/01/1997 12:00:00 AM,Buses,1
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Buses,20
Lynden,WA,3023,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,0
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,85490
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Trains,0
Oroville,WA,3019,US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,2357
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,0
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,344335
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,31877
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,5117
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Buses,0
Point Roberts,WA,3017,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Boundary,WA,3015,US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,0
Sumas,WA,3009,US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,360
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,9340
Blaine,WA,3004,US-Canada Border,09/01/1997 12:00:00 AM,Trains,119
Frontier,WA,3020,US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Buses,2508
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Buses,2
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Buses,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,3357
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,404
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,103
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,625
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,88062
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Buses,78
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,200951
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,28
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,6706
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,19262
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,9615
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,2424
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,1369
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,225
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,3116
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,66361
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,22609
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,326
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Buses,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,801
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,11806
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,9849
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,1312
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,1599
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,5810
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Buses,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Trains,19
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,2855
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,0
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Buses,17
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,25
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,92604
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,60
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Trains,93
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,30686
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Trains,19
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,125126
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,4288
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,48
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,5
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Trains,137
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Buses,14
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,2025
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,475699
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Buses,38
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,197
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Trains,20
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,3004
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,3
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Buses,65
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,10015
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,2574
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,372
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,74
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,1620
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,2997
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,6364
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Laurier,WA,3016,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,75
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,0
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,6019
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,207964
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Oroville,WA,3019,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,44880
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,566
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,1050
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Bus Passengers,0
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,1170054
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,11401
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicle Passengers,284539
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Full,0
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Train Passengers,0
Ferry,WA,3013,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,5255
Metaline Falls,WA,3025,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,0
Lynden,WA,3023,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Buses,0
Boundary,WA,3015,US-Canada Border,08/01/1997 12:00:00 AM,Pedestrians,0
Sumas,WA,3009,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Trains,0
Frontier,WA,3020,US-Canada Border,08/01/1997 12:00:00 AM,Rail Containers Empty,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,137
Point Roberts,WA,3017,US-Canada Border,08/01/1997 12:00:00 AM,Personal Vehicles,103982
Blaine,WA,3004,US-Canada Border,08/01/1997 12:00:00 AM,Trucks,40096
Nighthawk,WA,3011,US-Canada Border,08/01/1997 12:00:00 AM,Truck Containers Empty,0
Danville,WA,3012,US-Canada Border,08/01/1997 12:00:00 AM,Buses,0
Danville,WA,3012,US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,66
Ferry,WA,3013,US-Canada Border,07/01/1997 12:00:00 AM,Trains,0
Point Roberts,WA,3017,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Empty,0
Sumas,WA,3009,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,0
Oroville,WA,3019,US-Canada Border,07/01/1997 12:00:00 AM,Trucks,2592
Lynden,WA,3023,US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,0
Lynden,WA,3023,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,0
Laurier,WA,3016,US-Canada Border,07/01/1997 12:00:00 AM,Trucks,832
Frontier,WA,3020,US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,57
Frontier,WA,3020,US-Canada Border,07/01/1997 12:00:00 AM,Bus Passengers,229
Lynden,WA,3023,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Empty,0
Metaline Falls,WA,3025,US-Canada Border,07/01/1997 12:00:00 AM,Trains,0
Point Roberts,WA,3017,US-Canada Border,07/01/1997 12:00:00 AM,Pedestrians,1464
Lynden,WA,3023,US-Canada Border,07/01/1997 12:00:00 AM,Personal Vehicle Passengers,166626
Metaline Falls,WA,3025,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Empty,0
Point Roberts,WA,3017,US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,0
Sumas,WA,3009,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Full,0
Blaine,WA,3004,US-Canada Border,07/01/1997 12:00:00 AM,Trucks,39075
Frontier,WA,3020,US-Canada Border,07/01/1997 12:00:00 AM,Personal Vehicle Passengers,11734
Ferry,WA,3013,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Full,0
Point Roberts,WA,3017,US-Canada Border,07/01/1997 12:00:00 AM,Buses,4
Boundary,WA,3015,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Empty,0
Nighthawk,WA,3011,US-Canada Border,07/01/1997 12:00:00 AM,Bus Passengers,0
Danville,WA,3012,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Empty,0
Laurier,WA,3016,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,0
Boundary,WA,3015,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,0
Sumas,WA,3009,US-Canada Border,07/01/1997 12:00:00 AM,Trucks,8351
Blaine,WA,3004,US-Canada Border,07/01/1997 12:00:00 AM,Trains,125
Oroville,WA,3019,US-Canada Border,07/01/1997 12:00:00 AM,Train Passengers,0
Ferry,WA,3013,US-Canada Border,07/01/1997 12:00:00 AM,Truck Containers Full,0
Boundary,WA,3015,US-Canada Border,07/01/1997 12:00:00 AM,Rail Containers Full,0
Lynden,WA,3023,US-Canada Border,07/01/1997 12:00:00 AM,Bus Passengers,879
