Port Name,State,Port Code,Border,Date,Measure,Value
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,17029
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,214
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,105
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,82
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,309
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,391
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,95
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Bus Passengers,352
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Buses,804
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Buses,9
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Buses,4
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Buses,6
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Buses,8
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Buses,30
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Buses,6
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Buses,15
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,1
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,83
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,2
Nighthawk,WA,3011,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,1
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,326
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,1843
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Pedestrians,5576
Anacortes,WA,3010,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,3794
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,625436
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,3677
Danville,WA,3012,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,3756
Ferry,WA,3013,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,1039
Friday Harbor,WA,3014,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,469
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,6283
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,5437
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,94601
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,3764
Nighthawk,WA,3011,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,506
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,21767
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,107499
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,8449
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicle Passengers,120535
Anacortes,WA,3010,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,1845
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,314805
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,2280
Danville,WA,3012,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,2714
Ferry,WA,3013,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,547
Friday Harbor,WA,3014,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,195
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,3186
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,3055
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,45720
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,1705
Nighthawk,WA,3011,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,255
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,12276
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,71511
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,3624
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Personal Vehicles,68766
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Empty,9924
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Empty,526
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Empty,30
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Empty,266
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Full,8181
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Full,684
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Full,183
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Rail Containers Full,65
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Train Passengers,5683
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Train Passengers,52
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Train Passengers,20
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Train Passengers,36
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Trains,228
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Trains,26
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Trains,10
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Trains,12
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,5103
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,20
Danville,WA,3012,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,41
Ferry,WA,3013,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,5
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,1544
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,287
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,2921
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,237
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,654
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,540
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,14
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Empty,2615
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,23378
Danville,WA,3012,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,13
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,472
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,152
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,1084
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,10
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,1519
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,296
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,14
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Truck Containers Full,9418
Blaine,WA,3004,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,27403
Boundary,WA,3015,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,20
Danville,WA,3012,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,54
Ferry,WA,3013,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,5
Frontier,WA,3020,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,1914
Laurier,WA,3016,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,426
Lynden,WA,3023,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,3979
Metaline Falls,WA,3025,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,246
Oroville,WA,3019,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,2080
Point Roberts,WA,3017,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,834
Port Angeles,WA,3007,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,28
Sumas,WA,3009,US-Canada Border,12/01/2019 12:00:00 AM,Trucks,11139
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,13162
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,107
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,26
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,26
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,74
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,424
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,989
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,6
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Bus Passengers,502
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Buses,758
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Buses,5
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Buses,1
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Buses,1
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Buses,2
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Buses,14
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Buses,38
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Buses,6
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Buses,19
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,5
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,11
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,51
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,1
Nighthawk,WA,3011,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,1
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,387
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,2504
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Pedestrians,4087
Anacortes,WA,3010,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,1668
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,554757
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,3902
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,3177
Ferry,WA,3013,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,1192
Friday Harbor,WA,3014,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,135
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,5626
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,5330
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,80897
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,3559
Nighthawk,WA,3011,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,546
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,22552
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,95025
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,7011
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicle Passengers,106785
Anacortes,WA,3010,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,870
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,294735
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,2323
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,2357
Ferry,WA,3013,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,652
Friday Harbor,WA,3014,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,65
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,2941
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,3072
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,42052
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,1670
Nighthawk,WA,3011,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,305
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,13095
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,65241
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,3483
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Personal Vehicles,62974
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Empty,8815
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Empty,499
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Empty,32
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Empty,197
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Full,5900
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Full,505
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Full,230
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Rail Containers Full,48
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Train Passengers,4873
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Train Passengers,36
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Train Passengers,24
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Train Passengers,45
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Trains,196
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Trains,18
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Trains,12
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Trains,15
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,5179
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,29
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,42
Ferry,WA,3013,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,8
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,1717
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,315
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,2984
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,283
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,830
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,493
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,12
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Empty,2799
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,24723
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,17
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,412
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,168
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,1064
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,22
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,1363
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,269
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,29
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Truck Containers Full,9981
Blaine,WA,3004,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,28809
Boundary,WA,3015,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,29
Danville,WA,3012,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,58
Ferry,WA,3013,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,8
Frontier,WA,3020,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,2051
Laurier,WA,3016,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,474
Lynden,WA,3023,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,4005
Metaline Falls,WA,3025,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,299
Oroville,WA,3019,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,2120
Point Roberts,WA,3017,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,759
Port Angeles,WA,3007,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,41
Sumas,WA,3009,US-Canada Border,11/01/2019 12:00:00 AM,Trucks,11829
Anacortes,WA,3010,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,11
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,19841
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,166
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,61
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,96
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,44
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,362
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,858
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,9
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Bus Passengers,855
Anacortes,WA,3010,US-Canada Border,10/01/2019 12:00:00 AM,Buses,1
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Buses,1091
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Buses,5
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Buses,2
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Buses,2
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Buses,5
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Buses,9
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Buses,33
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Buses,9
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Buses,34
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,2
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,2
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,63
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,3
Nighthawk,WA,3011,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,1
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,514
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,1853
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Pedestrians,4517
Anacortes,WA,3010,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,5648
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,587298
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,4433
Danville,WA,3012,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,3702
Ferry,WA,3013,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,1347
Friday Harbor,WA,3014,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,511
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,6396
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,6107
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,82116
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,4188
Nighthawk,WA,3011,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,662
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,28982
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,110602
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,10576
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicle Passengers,119888
Anacortes,WA,3010,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,2730
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,321819
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,2472
Danville,WA,3012,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,2610
Ferry,WA,3013,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,762
Friday Harbor,WA,3014,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,264
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,3313
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,3512
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,44560
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,2093
Nighthawk,WA,3011,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,372
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,17064
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,77274
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,5013
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Personal Vehicles,73780
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Empty,9664
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Empty,474
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Empty,25
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Empty,283
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Full,7870
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Full,475
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Full,195
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Rail Containers Full,83
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Train Passengers,7058
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Train Passengers,52
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Train Passengers,22
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Train Passengers,60
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Trains,231
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Trains,26
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Trains,11
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Trains,20
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,5665
Boundary,WA,3015,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,22
Danville,WA,3012,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,25
Ferry,WA,3013,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,3
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,1300
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,316
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,3216
Metaline Falls,WA,3025,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,136
Oroville,WA,3019,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,940
Point Roberts,WA,3017,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,657
Port Angeles,WA,3007,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,7
Sumas,WA,3009,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Empty,3110
Blaine,WA,3004,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,26687
Danville,WA,3012,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,29
Frontier,WA,3020,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,660
Laurier,WA,3016,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,202
Lynden,WA,3023,US-Canada Border,10/01/2019 12:00:00 AM,Truck Containers Full,1963
