"arrivalCity","arrivalCoordinates","arrivalCountry","arrivalGlobalRegion","arrivalID","arrivalName","arrivalStateID","arrivalStateName","arrivalTimeUTC","arrivalWAC","day1","day2","day3","day4","day5","day6","day7","departureCity","departureCoordinates","departureCountry","departureGlobalRegion","departureID","departureName","departureNotes","departureStateID","departureStateName","departureTimeUTC","departureWAC","discontinuedDate","effectiveDate","flightId","flightsOverInterval","scheduleFileName","seatsOverInterval","totalSeats"
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"11:20",729,false,false,true,false,true,false,true,"Adelaide","[138.5347,-34.9483]","Australia","Australasia","ADL","Adelaide International",,"SA","South Australia","02:30",802,"2020-03-27T00:00:00.000Z","2019-10-27T00:00:00.000Z","CX-174",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:05",729,false,true,false,true,false,true,false,"Adelaide","[138.5347,-34.9483]","Australia","Australasia","ADL","Adelaide International",,"SA","South Australia","11:45",802,"2020-03-28T00:00:00.000Z","2019-10-29T00:00:00.000Z","CX-176",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"09:40",729,true,true,false,false,true,true,false,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","00:35",802,"2020-03-27T00:00:00.000Z","2019-10-28T00:00:00.000Z","CX-150",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:10",729,true,true,false,true,true,false,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","14:40",802,"2020-03-29T00:00:00.000Z","2019-10-28T00:00:00.000Z","CX-156",0,"EcoHealth_20190514.csv",0,289
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:10",729,false,false,true,false,false,true,false,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","14:40",802,"2020-03-28T00:00:00.000Z","2019-10-30T00:00:00.000Z","CX-156",0,"EcoHealth_20190514.csv",0,289
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:20",91,false,false,false,false,false,false,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","12:15",802,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","VA-9",0,"EcoHealth_20190514.csv",0,349
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:00",91,true,true,true,true,true,true,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","01:20",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","QF-15",0,"EcoHealth_20190514.csv",0,236
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"21:50",781,true,true,false,true,false,true,false,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","13:05",802,"2020-02-29T00:00:00.000Z","2019-12-02T00:00:00.000Z","CI-54",0,"EcoHealth_20190514.csv",0,358
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"21:50",781,false,false,true,false,true,false,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","13:05",802,"2020-03-01T00:00:00.000Z","2019-12-04T00:00:00.000Z","CI-54",0,"EcoHealth_20190514.csv",0,358
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"08:30",729,true,true,true,true,true,true,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","23:30",802,"2020-03-28T00:00:00.000Z","2019-12-04T00:00:00.000Z","QF-97",0,"EcoHealth_20190514.csv",0,297
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","15:00",91,false,true,true,true,true,true,false,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","01:55",802,"2020-03-07T00:00:00.000Z","2019-12-05T00:00:00.000Z","VA-7",0,"EcoHealth_20190514.csv",0,349
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:15",91,true,false,true,false,false,true,false,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","10:35",802,"2020-03-07T00:00:00.000Z","2019-12-28T00:00:00.000Z","QF-55",0,"EcoHealth_20190514.csv",0,236
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"21:15",781,false,true,true,true,false,true,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl",,"QL","Queensland","12:35",802,"2020-03-29T00:00:00.000Z","2020-02-04T00:00:00.000Z","BR-316",0,"EcoHealth_20190514.csv",0,309
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"09:35",729,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","00:00",802,"2020-03-28T00:00:00.000Z","2019-10-27T00:00:00.000Z","VA-69",0,"EcoHealth_20190514.csv",0,275
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:05",729,true,false,false,false,false,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","21:50",802,"2020-03-23T00:00:00.000Z","2019-10-28T00:00:00.000Z","CX-134",0,"EcoHealth_20190514.csv",0,289
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"21:35",781,true,false,true,false,false,true,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","12:10",802,"2020-03-28T00:00:00.000Z","2019-10-28T00:00:00.000Z","CI-58",0,"EcoHealth_20190514.csv",0,358
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:05",729,false,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","21:50",802,"2020-03-29T00:00:00.000Z","2019-10-29T00:00:00.000Z","CX-134",0,"EcoHealth_20190514.csv",0,289
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:00",729,false,false,false,true,false,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","14:05",802,"2020-03-26T00:00:00.000Z","2019-10-31T00:00:00.000Z","CX-178",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"22:55",729,false,false,false,false,true,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","14:00",802,"2020-03-27T00:00:00.000Z","2019-11-01T00:00:00.000Z","CX-178",0,"EcoHealth_20190514.csv",0,316
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:40",91,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","00:25",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-99",0,"EcoHealth_20190514.csv",0,255
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","14:50",91,true,false,false,true,false,true,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","00:40",802,"2020-03-07T00:00:00.000Z","2019-11-04T00:00:00.000Z","UA-61",0,"EcoHealth_20190514.csv",0,255
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:00",729,true,false,false,false,false,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","14:05",802,"2020-03-23T00:00:00.000Z","2019-11-04T00:00:00.000Z","CX-178",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"08:15",729,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","22:45",802,"2020-03-28T00:00:00.000Z","2019-11-04T00:00:00.000Z","QF-29",0,"EcoHealth_20190514.csv",0,236
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:00",729,false,true,false,false,false,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","14:05",802,"2020-03-24T00:00:00.000Z","2019-11-05T00:00:00.000Z","CX-178",0,"EcoHealth_20190514.csv",0,316
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"21:00",713,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","09:15",802,"2020-02-24T00:00:00.000Z","2019-11-12T00:00:00.000Z","CA-166",0,"EcoHealth_20190514.csv",0,302
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:40",91,true,false,false,false,true,false,false,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","11:20",802,"2020-03-06T00:00:00.000Z","2019-12-02T00:00:00.000Z","QF-95",0,"EcoHealth_20190514.csv",0,236
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:00",91,true,true,false,true,false,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","02:30",802,"2020-03-07T00:00:00.000Z","2019-12-08T00:00:00.000Z","VA-23",0,"EcoHealth_20190514.csv",0,349
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:10",91,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","23:40",802,"2020-03-07T00:00:00.000Z","2019-12-25T00:00:00.000Z","QF-93",0,"EcoHealth_20190514.csv",0,484
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","01:55",91,false,false,true,true,false,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","11:35",802,"2020-03-07T00:00:00.000Z","2019-12-26T00:00:00.000Z","QF-49",0,"EcoHealth_20190514.csv",0,236
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:00",729,false,false,true,false,false,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","14:05",802,"2020-03-28T00:00:00.000Z","2020-02-05T00:00:00.000Z","CX-178",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"13:45",729,true,true,true,true,true,true,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","airport changed names from Tullamarine to Melbourne Airport in Jan-12 ","VI","Victoria","04:35",802,"2020-03-28T00:00:00.000Z","2020-02-05T00:00:00.000Z","CX-104",0,"EcoHealth_20190514.csv",0,334
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:30",729,true,false,false,true,false,false,true,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","15:55",802,"2020-03-26T00:00:00.000Z","2019-10-27T00:00:00.000Z","CX-170",0,"EcoHealth_20190514.csv",0,334
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:10",729,true,false,false,false,false,false,false,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","23:10",802,"2020-03-23T00:00:00.000Z","2019-10-28T00:00:00.000Z","CX-144",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:30",729,false,true,false,false,true,false,false,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","15:55",802,"2020-03-27T00:00:00.000Z","2019-10-29T00:00:00.000Z","CX-170",0,"EcoHealth_20190514.csv",0,334
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:30",729,false,false,true,false,false,true,false,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","15:55",802,"2020-03-25T00:00:00.000Z","2019-10-30T00:00:00.000Z","CX-170",0,"EcoHealth_20190514.csv",0,334
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"06:35",729,false,false,false,true,false,false,false,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","22:20",802,"2020-03-26T00:00:00.000Z","2019-10-31T00:00:00.000Z","CX-144",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:35",729,false,false,false,false,false,true,false,"Perth","[115.9683,-31.9317]","Australia","Australasia","PER","Perth International",,"WA","Western Australia","23:35",802,"2020-03-21T00:00:00.000Z","2019-11-02T00:00:00.000Z","CX-144",0,"EcoHealth_20190514.csv",0,264
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"12:35",781,false,true,false,true,true,false,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","03:25",802,"2020-03-27T00:00:00.000Z","2019-10-27T00:00:00.000Z","CI-56",0,"EcoHealth_20190514.csv",0,306
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"14:15",729,true,false,true,true,true,false,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","04:50",802,"2020-03-27T00:00:00.000Z","2019-10-27T00:00:00.000Z","QF-117",0,"EcoHealth_20190514.csv",0,261
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"20:30",781,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","11:10",802,"2020-03-28T00:00:00.000Z","2019-10-27T00:00:00.000Z","CI-52",0,"EcoHealth_20190514.csv",0,306
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"14:15",713,true,false,true,false,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","02:35",802,"2020-03-28T00:00:00.000Z","2019-10-27T00:00:00.000Z","QF-107",0,"EcoHealth_20190514.csv",0,261
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:25",729,true,false,false,false,false,false,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","21:50",802,"2020-03-23T00:00:00.000Z","2019-10-28T00:00:00.000Z","CX-110",0,"EcoHealth_20190514.csv",0,289
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"08:35",729,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","23:15",802,"2020-03-28T00:00:00.000Z","2019-10-28T00:00:00.000Z","VA-83",0,"EcoHealth_20190514.csv",0,275
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:25",729,false,true,true,true,true,false,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","21:50",802,"2020-03-06T00:00:00.000Z","2019-10-29T00:00:00.000Z","CX-110",0,"EcoHealth_20190514.csv",0,289
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"14:15",729,false,true,false,false,false,true,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","04:50",802,"2020-03-28T00:00:00.000Z","2019-10-29T00:00:00.000Z","QF-117",0,"EcoHealth_20190514.csv",0,297
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:00",729,false,false,true,false,false,true,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","11:20",802,"2020-03-25T00:00:00.000Z","2019-10-30T00:00:00.000Z","CX-138",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:00",729,true,false,false,true,false,false,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","11:20",802,"2020-03-26T00:00:00.000Z","2019-10-31T00:00:00.000Z","CX-138",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:25",729,false,false,false,false,false,true,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","21:50",802,"2020-02-29T00:00:00.000Z","2019-11-02T00:00:00.000Z","CX-110",0,"EcoHealth_20190514.csv",0,264
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:05",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","00:15",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AA-72",0,"EcoHealth_20190514.csv",0,271
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:00",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","00:10",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","QF-11",0,"EcoHealth_20190514.csv",0,484
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:00",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","00:20",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-842",0,"EcoHealth_20190514.csv",0,255
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","15:35",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","02:00",802,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-870",0,"EcoHealth_20190514.csv",0,255
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"20:40",713,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","09:40",802,"2020-03-01T00:00:00.000Z","2019-12-02T00:00:00.000Z","CA-174",0,"EcoHealth_20190514.csv",0,333
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:05",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","00:15",802,"2020-03-07T00:00:00.000Z","2019-12-03T00:00:00.000Z","VA-1",0,"EcoHealth_20190514.csv",0,349
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"07:50",729,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","22:30",802,"2020-03-28T00:00:00.000Z","2019-12-04T00:00:00.000Z","QF-127",0,"EcoHealth_20190514.csv",0,484
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:00",729,false,true,false,false,true,false,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","11:20",802,"2020-03-27T00:00:00.000Z","2019-12-27T00:00:00.000Z","CX-138",0,"EcoHealth_20190514.csv",0,316
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","20:25",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","06:55",802,"2020-03-07T00:00:00.000Z","2020-01-01T00:00:00.000Z","QF-73",0,"EcoHealth_20190514.csv",0,236
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","15:29",91,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","01:35",802,"2020-02-29T00:00:00.000Z","2020-02-01T00:00:00.000Z","DL-40",0,"EcoHealth_20190514.csv",0,291
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"13:55",729,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","04:45",802,"2020-03-28T00:00:00.000Z","2020-02-05T00:00:00.000Z","CX-100",0,"EcoHealth_20190514.csv",0,316
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"09:35",729,true,true,true,true,true,true,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith",,"NS","New South Wales","23:55",802,"2020-03-28T00:00:00.000Z","2020-02-15T00:00:00.000Z","CX-162",0,"EcoHealth_20190514.csv",0,264
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"23:05",729,false,true,false,true,false,true,true,"Brussels","[4.4844,50.9014]","Belgium","Europe","BRU","Brussels Airport",,,,"11:30",409,"2020-03-28T00:00:00.000Z","2019-10-27T00:00:00.000Z","CX-338",0,"EcoHealth_20190514.csv",0,289
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"21:20",713,false,true,false,true,false,true,true,"Brussels","[4.4844,50.9014]","Belgium","Europe","BRU","Brussels Airport",,,,"11:20",409,"2020-03-28T00:00:00.000Z","2019-10-27T00:00:00.000Z","HU-492",0,"EcoHealth_20190514.csv",0,296
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","16:30",941,true,true,true,true,true,false,true,"Brussels","[4.4844,50.9014]","Belgium","Europe","BRU","Brussels Airport",,,,"09:00",409,"2020-03-06T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-833",0,"EcoHealth_20190514.csv",0,293
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","18:25",936,false,true,false,true,false,true,false,"Brussels","[4.4844,50.9014]","Belgium","Europe","BRU","Brussels Airport",,,,"09:40",409,"2020-03-07T00:00:00.000Z","2019-11-05T00:00:00.000Z","SN-551",0,"EcoHealth_20190514.csv",0,262
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","16:30",941,false,false,false,false,false,true,false,"Brussels","[4.4844,50.9014]","Belgium","Europe","BRU","Brussels Airport",,,,"09:00",409,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","AC-833",0,"EcoHealth_20190514.csv",0,293
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"17:55",713,false,false,true,false,true,false,true,"Sihanoukville","[103.6369,10.5795]","Cambodia","Asia","KOS","International","latitude and longitude was previously cited as 10.6000/103.6833 until Jun-15; changed airport name from Kompongsom to International in Mar-12",,,"13:00",709,"2020-03-27T00:00:00.000Z","2019-10-27T00:00:00.000Z","K6-874",0,"EcoHealth_20190514.csv",0,182
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"04:25",729,true,true,true,true,true,true,true,"Phnom Penh","[104.8478,11.5461]","Cambodia","Asia","PNH","International","airport changed names from Pochentong to International in Mar-12",,,"01:45",709,"2020-04-04T00:00:00.000Z","2019-03-31T00:00:00.000Z","LQ-970",0,"EcoHealth_20190212.csv",0,214
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"11:20",781,false,true,false,false,true,false,true,"Phnom Penh","[104.8478,11.5461]","Cambodia","Asia","PNH","International","airport changed names from Pochentong to International in Mar-12",,,"08:05",709,"2020-04-04T00:00:00.000Z","2019-03-31T00:00:00.000Z","QD-668",0,"EcoHealth_20190212.csv",0,180
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"11:15",781,true,false,false,true,false,false,false,"Phnom Penh","[104.8478,11.5461]","Cambodia","Asia","PNH","International","airport changed names from Pochentong to International in Mar-12",,,"08:05",709,"2020-04-05T00:00:00.000Z","2019-04-01T00:00:00.000Z","QD-668",0,"EcoHealth_20190212.csv",0,180
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"11:20",781,false,true,false,false,true,false,true,"Phnom Penh","[104.8478,11.5461]","Cambodia","Asia","PNH","International","airport changed names from Pochentong to International in Mar-12",,,"08:05",709,"2020-05-18T00:00:00.000Z","2019-05-14T00:00:00.000Z","QD-668",0,"EcoHealth_20190514.csv",0,180
"Taipei","[121.2285,25.0826]","Taiwan","Asia","TPE","Taiwan Taoyuan International Airport",,,"11:15",781,true,false,false,true,false,false,false,"Phnom Penh","[104.8478,11.5461]","Cambodia","Asia","PNH","International","airport changed names from Pochentong to International in Mar-12",,,"08:05",709,"2020-05-20T00:00:00.000Z","2019-05-16T00:00:00.000Z","QD-668",0,"EcoHealth_20190514.csv",0,180
