"arrivalCity","arrivalCoordinates","arrivalCountry","arrivalGlobalRegion","arrivalID","arrivalName","arrivalStateID","arrivalStateName","arrivalTimeUTC","arrivalWAC","day1","day2","day3","day4","day5","day6","day7","departureCity","departureCoordinates","departureCountry","departureGlobalRegion","departureID","departureName","departureNotes","departureStateID","departureStateName","departureTimeUTC","departureWAC","discontinuedDate","effectiveDate","flightId","flightsOverInterval","scheduleFileName","seatsOverInterval","totalSeats"
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:15",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:00",2,"2020-03-07T00:00:00.000Z","2020-02-01T00:00:00.000Z","HA-10",0,"EcoHealth_20190514.csv",0,278
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","06:20",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","01:15",2,"2020-03-07T00:00:00.000Z","2020-02-01T00:00:00.000Z","HA-12",0,"EcoHealth_20190514.csv",0,278
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","05:40",93,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","00:00",2,"2020-03-07T00:00:00.000Z","2020-02-01T00:00:00.000Z","HA-22",0,"EcoHealth_20190514.csv",0,278
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:43",91,false,true,false,true,false,false,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:10",2,"2020-03-05T00:00:00.000Z","2020-02-13T00:00:00.000Z","AA-1480",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","06:58",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","01:26",2,"2020-03-07T00:00:00.000Z","2020-02-13T00:00:00.000Z","AA-284",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","05:47",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","00:05",2,"2020-03-07T00:00:00.000Z","2020-02-13T00:00:00.000Z","AA-162",0,"EcoHealth_20190514.csv",0,187
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","07:26",91,true,false,false,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","02:19",2,"2020-03-07T00:00:00.000Z","2020-02-13T00:00:00.000Z","UA-650",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:04",91,false,false,false,false,true,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","08:36",2,"2020-02-28T00:00:00.000Z","2020-02-14T00:00:00.000Z","AA-298",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:43",91,false,false,false,false,true,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:10",2,"2020-03-06T00:00:00.000Z","2020-02-14T00:00:00.000Z","AA-1480",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","15:05",91,false,false,false,false,true,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","09:30",2,"2020-02-28T00:00:00.000Z","2020-02-14T00:00:00.000Z","AA-144",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","07:20",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","01:49",2,"2020-03-01T00:00:00.000Z","2020-02-15T00:00:00.000Z","DL-1873",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:32",91,false,false,false,false,false,true,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","20:00",2,"2020-02-29T00:00:00.000Z","2020-02-15T00:00:00.000Z","UA-1221",0,"EcoHealth_20190514.csv",0,171
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","04:55",91,true,true,true,true,true,true,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","00:00",2,"2020-03-05T00:00:00.000Z","2020-02-15T00:00:00.000Z","UA-724",0,"EcoHealth_20190514.csv",0,319
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:43",91,true,false,true,false,false,true,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:10",2,"2020-03-07T00:00:00.000Z","2020-02-15T00:00:00.000Z","AA-1480",0,"EcoHealth_20190514.csv",0,187
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","03:52",91,false,false,false,false,false,true,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","22:45",2,"2020-03-07T00:00:00.000Z","2020-02-15T00:00:00.000Z","UA-1604",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","22:25",91,true,false,true,true,true,false,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","17:00",2,"2020-02-24T00:00:00.000Z","2020-02-16T00:00:00.000Z","UA-1231",0,"EcoHealth_20190514.csv",0,213
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","14:04",91,false,false,false,false,false,false,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","08:36",2,"2020-03-01T00:00:00.000Z","2020-02-16T00:00:00.000Z","AA-298",0,"EcoHealth_20190514.csv",0,187
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:32",91,false,false,false,false,false,false,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","20:00",2,"2020-03-01T00:00:00.000Z","2020-02-16T00:00:00.000Z","UA-1221",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:32",91,true,true,false,true,true,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","20:00",2,"2020-02-24T00:00:00.000Z","2020-02-17T00:00:00.000Z","UA-1221",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:32",91,true,false,true,false,false,true,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:00",2,"2020-02-29T00:00:00.000Z","2020-02-17T00:00:00.000Z","DL-1150",0,"EcoHealth_20190514.csv",0,190
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:32",91,false,true,false,true,true,false,true,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","18:00",2,"2020-03-01T00:00:00.000Z","2020-02-18T00:00:00.000Z","DL-1150",0,"EcoHealth_20190514.csv",0,190
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","17:30",936,false,true,false,false,false,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","09:05",2,"2020-03-03T00:00:00.000Z","2020-02-18T00:00:00.000Z","AC-590",0,"EcoHealth_20190514.csv",0,255
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","13:09",91,false,false,true,false,false,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","07:55",2,"2020-02-26T00:00:00.000Z","2020-02-19T00:00:00.000Z","DL-1212",0,"EcoHealth_20190514.csv",0,234
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","13:09",91,true,false,false,false,true,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","07:55",2,"2020-02-28T00:00:00.000Z","2020-02-21T00:00:00.000Z","DL-1212",0,"EcoHealth_20190514.csv",0,234
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","01:32",91,false,true,true,false,false,false,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","20:00",2,"2020-03-04T00:00:00.000Z","2020-02-19T00:00:00.000Z","UA-1221",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","22:25",91,false,false,false,false,false,true,false,"Honolulu/Oahu","[-157.9253,21.3219]","United States","North America","HNL","Honolulu Intl",,"HI","Hawaii","17:00",2,"2020-02-29T00:00:00.000Z","2020-02-22T00:00:00.000Z","UA-1231",0,"EcoHealth_20190514.csv",0,213
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:55",91,false,false,false,false,false,false,true,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","14:25",74,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-3789",0,"EcoHealth_20190514.csv",0,177
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","04:25",91,false,false,false,false,false,false,true,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","00:50",74,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-2244",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","08:15",91,false,false,false,false,false,false,true,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","04:40",74,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-3095",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","15:35",91,false,false,false,false,false,false,true,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","12:05",74,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-3233",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","23:25",91,false,false,false,false,false,false,true,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","19:45",74,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","WN-5295",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","07:25",91,true,true,true,true,true,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","03:50",74,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","WN-2317",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:25",91,false,true,false,false,false,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","23:45",74,"2020-03-03T00:00:00.000Z","2019-11-05T00:00:00.000Z","WN-854",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:40",91,false,false,true,false,true,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","16:00",74,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-1799",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","16:10",91,false,false,true,false,true,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","12:40",74,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2683",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:50",91,false,false,true,false,true,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","00:15",74,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-3182",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","22:50",91,false,false,true,false,true,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","19:10",74,"2020-03-06T00:00:00.000Z","2019-11-06T00:00:00.000Z","WN-2837",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:40",91,false,false,false,true,false,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","16:00",74,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-25",0,"EcoHealth_20190514.csv",0,175
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","22:50",91,false,false,false,true,false,false,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","19:10",74,"2020-03-05T00:00:00.000Z","2019-11-07T00:00:00.000Z","WN-2855",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","00:10",91,false,false,false,false,false,true,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","20:30",74,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-3282",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:05",91,false,false,false,false,false,true,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","15:25",74,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-3860",0,"EcoHealth_20190514.csv",0,177
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","06:30",91,false,false,false,false,false,true,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","02:55",74,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-3394",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","15:50",91,false,false,false,false,false,true,false,"Houston-Hobby","[-95.2786,29.645]","United States","North America","HOU","William P Hobby",,"TX","Texas","12:15",74,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","WN-5609",0,"EcoHealth_20190514.csv",0,143
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","17:53",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","12:30",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AA-252",0,"EcoHealth_20190514.csv",0,163
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","12:54",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","11:30",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-7707",0,"EcoHealth_20190514.csv",0,76
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","23:24",941,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","21:40",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8173",0,"EcoHealth_20190514.csv",0,65
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","22:24",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","21:00",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-7711",0,"EcoHealth_20190514.csv",0,76
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","16:54",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","15:30",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-7709",0,"EcoHealth_20190514.csv",0,76
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"10:35",713,true,true,false,true,false,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","20:35",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","CA-818",0,"EcoHealth_20190514.csv",0,324
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","14:57",941,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","13:15",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-4963",0,"EcoHealth_20190514.csv",0,50
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","23:32",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","22:05",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-6196",0,"EcoHealth_20190514.csv",0,70
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","19:06",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","17:35",38,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","UA-6195",0,"EcoHealth_20190514.csv",0,70
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","04:58",941,true,false,false,false,false,false,false,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:10",38,"2020-03-02T00:00:00.000Z","2019-11-04T00:00:00.000Z","UA-4979",0,"EcoHealth_20190514.csv",0,50
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","18:50",93,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","13:00",38,"2020-03-07T00:00:00.000Z","2019-11-05T00:00:00.000Z","AS-1032",0,"EcoHealth_20190514.csv",0,148
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:10",729,false,true,true,false,true,false,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","05:15",38,"2020-03-08T00:00:00.000Z","2019-11-05T00:00:00.000Z","CX-861",0,"EcoHealth_20190514.csv",0,289
"Hong Kong","[113.9205,22.3036]","Hong Kong","Asia","HKG","Hong Kong Intl",,,"21:10",729,false,false,false,false,false,true,false,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","05:15",38,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","CX-861",0,"EcoHealth_20190514.csv",0,289
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","02:40",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","21:15",38,"2020-03-07T00:00:00.000Z","2019-11-29T00:00:00.000Z","AS-1097",0,"EcoHealth_20190514.csv",0,148
"Beijing","[116.6,40.0667]","China","Asia","PEK","Capital International",,,"07:40",713,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","17:45",38,"2020-03-07T00:00:00.000Z","2019-11-29T00:00:00.000Z","UA-807",0,"EcoHealth_20190514.csv",0,219
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","04:58",941,false,true,true,true,false,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:10",38,"2020-03-07T00:00:00.000Z","2019-12-01T00:00:00.000Z","UA-4979",0,"EcoHealth_20190514.csv",0,50
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","03:54",91,true,false,false,false,true,false,false,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","22:30",38,"2020-03-06T00:00:00.000Z","2019-12-02T00:00:00.000Z","UA-719",0,"EcoHealth_20190514.csv",0,171
"Montreal-PET","[-73.75,45.4639]","Canada","North America","YUL","Pierre E. Trudeau Intl","QC","Quebec","04:58",941,false,false,false,false,true,false,false,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:10",38,"2020-03-06T00:00:00.000Z","2019-12-06T00:00:00.000Z","UA-4979",0,"EcoHealth_20190514.csv",0,50
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","18:43",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","13:19",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-2154",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","08:26",91,false,true,true,true,false,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:01",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-309",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","19:29",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","14:05",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-2278",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","16:24",91,false,true,true,true,false,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","11:00",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-319",0,"EcoHealth_20190514.csv",0,171
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","02:00",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","20:36",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-894",0,"EcoHealth_20190514.csv",0,171
"Seattle","[-122.3081,47.4492]","United States","North America","SEA","Seattle-Tacoma Intl","WA","Washington","23:15",93,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","17:36",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-2388",0,"EcoHealth_20190514.csv",0,166
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","19:10",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","13:18",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-424",0,"EcoHealth_20190514.csv",0,166
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","20:07",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","14:15",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-1763",0,"EcoHealth_20190514.csv",0,166
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","02:24",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","20:47",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-560",0,"EcoHealth_20190514.csv",0,166
"San Francisco","[-122.3728,37.6194]","United States","North America","SFO","San Francisco Intl","CA","California","17:40",91,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","11:48",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-1881",0,"EcoHealth_20190514.csv",0,166
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","04:18",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:00",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-6085",0,"EcoHealth_20190514.csv",0,70
"Toronto","[-79.625,43.6797]","Canada","North America","YYZ","Lester B. Pearson Intl","ON","Ontario","14:37",936,true,true,true,true,true,true,true,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","13:15",38,"2020-03-07T00:00:00.000Z","2019-12-19T00:00:00.000Z","UA-6271",0,"EcoHealth_20190514.csv",0,70
"Los Angeles","[-118.4072,33.9422]","United States","North America","LAX","Los Angeles Intl","CA","California","08:26",91,true,false,false,false,true,false,false,"Washington-Dulles","[-77.4575,38.9417]","United States","North America","IAD","Dulles International",,"VA","Virginia","03:01",38,"2020-03-06T00:00:00.000Z","2019-12-20T00:00:00.000Z","UA-309",0,"EcoHealth_20190514.csv",0,171
