"_id","arrivalCity","arrivalCoordinates","arrivalCountry","arrivalGlobalRegion","arrivalID","arrivalName","arrivalStateID","arrivalStateName","arrivalTimeUTC","arrivalWAC","day1","day2","day3","day4","day5","day6","day7","departureCity","departureCoordinates","departureCountry","departureGlobalRegion","departureID","departureName","departureStateID","departureStateName","departureTimeUTC","departureWAC","discontinuedDate","effectiveDate","flightId","flightsOverInterval","scheduleFileName","seatsOverInterval","totalSeats"
"5d2d8a1e0c8ec0b8bdad9842","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:15",906,true,true,true,true,true,true,true,"Brisbane","[153.1163,-27.385]","Australia","Australasia","BNE","Brisbane Intl","QL","Queensland","01:50",802,"2020-03-07T00:00:00.000Z","2019-11-30T00:00:00.000Z","AC-36",0,"EcoHealth_20190514.csv",0,255
"5d2d8a2a0c8ec0b8bdada44a","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,true,false,true,false,true,false,true,"Melbourne","[144.8333,-37.6617]","Australia","Australasia","MEL","Melbourne Airport","VI","Victoria","00:40",802,"2020-03-06T00:00:00.000Z","2019-11-24T00:00:00.000Z","AC-38",0,"EcoHealth_20190514.csv",0,293
"5d2d8a320c8ec0b8bdadac1c","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,false,true,false,false,false,false,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith","NS","New South Wales","01:15",802,"2020-03-03T00:00:00.000Z","2020-01-28T00:00:00.000Z","AC-34",0,"EcoHealth_20190514.csv",0,300
"5d2d8a320c8ec0b8bdadac03","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,false,false,false,true,false,true,false,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith","NS","New South Wales","01:15",802,"2020-03-07T00:00:00.000Z","2020-01-30T00:00:00.000Z","AC-34",0,"EcoHealth_20190514.csv",0,300
"5d2d8a320c8ec0b8bdadabfc","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,true,false,true,false,true,false,true,"Sydney","[151.1758,-33.9442]","Australia","Australasia","SYD","Kingsford Smith","NS","New South Wales","01:15",802,"2020-03-06T00:00:00.000Z","2020-02-17T00:00:00.000Z","AC-34",0,"EcoHealth_20190514.csv",0,300
"5d2d87ad0c8ec0b8bdab3933","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","20:30",906,false,false,false,false,false,false,true,"Bella Coola","[-126.5933,52.3864]","Canada","North America","QBC","Bella Coola Valley","BC","British Columbia","19:15",906,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","8P-344",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab393b","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:15",906,false,true,false,true,false,false,false,"Bella Coola","[-126.5933,52.3864]","Canada","North America","QBC","Bella Coola Valley","BC","British Columbia","20:00",906,"2020-03-05T00:00:00.000Z","2019-11-05T00:00:00.000Z","8P-346",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3938","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","00:30",906,false,false,false,false,true,false,true,"Bella Coola","[-126.5933,52.3864]","Canada","North America","QBC","Bella Coola Valley","BC","British Columbia","23:15",906,"2020-03-06T00:00:00.000Z","2019-11-03T00:00:00.000Z","8P-348",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab393c","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:45",906,false,false,false,false,false,true,false,"Bella Coola","[-126.5933,52.3864]","Canada","North America","QBC","Bella Coola Valley","BC","British Columbia","20:30",906,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","8P-346",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3944","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","22:05",906,true,false,true,false,false,false,false,"Anahim Lake","[-125.3,52.4667]","Canada","North America","YAA","Anahim Lake","BC","British Columbia","20:50",906,"2020-03-04T00:00:00.000Z","2019-11-04T00:00:00.000Z","8P-341",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3945","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:20",906,false,false,false,false,true,false,false,"Anahim Lake","[-125.3,52.4667]","Canada","North America","YAA","Anahim Lake","BC","British Columbia","20:05",906,"2020-03-06T00:00:00.000Z","2019-11-08T00:00:00.000Z","8P-341",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab394e","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","23:15",906,true,true,true,true,true,true,true,"Tofino","[-125.7764,49.0769]","Canada","North America","YAZ","Long Beach","BC","British Columbia","22:30",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","8P-1614",0,"EcoHealth_20190514.csv",0,17
"5d2d884d0c8ec0b8bdabac82","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","17:10",906,false,false,true,false,false,false,true,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","16:30",906,"2020-03-04T00:00:00.000Z","2019-11-03T00:00:00.000Z","9M-585",0,"EcoHealth_20190514.csv",0,18
"5d2d87ad0c8ec0b8bdab3986","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:55",906,false,false,false,false,false,false,true,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","19:10",906,"2020-03-01T00:00:00.000Z","2019-11-03T00:00:00.000Z","8P-764",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3970","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","01:50",906,false,false,false,false,true,true,true,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","01:05",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","8P-758",0,"EcoHealth_20190514.csv",0,17
"5d2d884d0c8ec0b8bdabac84","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:25",906,true,true,true,true,true,false,true,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","20:45",906,"2020-03-06T00:00:00.000Z","2019-11-03T00:00:00.000Z","9M-587",0,"EcoHealth_20190514.csv",0,18
"5d2d884d0c8ec0b8bdabac89","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","23:15",906,false,false,true,true,true,true,true,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","22:35",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","9M-591",0,"EcoHealth_20190514.csv",0,18
"5d2d87ad0c8ec0b8bdab3971","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","01:50",906,true,true,true,true,false,false,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","01:05",906,"2020-03-05T00:00:00.000Z","2019-11-04T00:00:00.000Z","8P-758",0,"EcoHealth_20190514.csv",0,32
"5d2d87ad0c8ec0b8bdab3961","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,true,true,true,true,true,false,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","14:45",906,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","8P-750",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3965","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","17:40",906,true,true,true,true,true,false,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","16:55",906,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","8P-752",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab397f","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:30",906,true,true,true,true,true,false,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","20:45",906,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","8P-754",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3962","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","16:30",906,false,false,false,false,false,true,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","15:45",906,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","8P-750",0,"EcoHealth_20190514.csv",0,17
"5d2d87ad0c8ec0b8bdab3976","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:25",906,false,false,false,false,false,true,false,"Campbell River","[-125.2694,49.9511]","Canada","North America","YBL","Campbell River","BC","British Columbia","18:40",906,"2020-03-07T00:00:00.000Z","2019-11-09T00:00:00.000Z","8P-764",0,"EcoHealth_20190514.csv",0,17
"5d2d8a330c8ec0b8bdadad8f","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","20:22",906,true,true,true,true,true,false,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","19:55",906,"2020-03-06T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8260",0,"EcoHealth_20190514.csv",0,50
"5d2d8a340c8ec0b8bdadada3","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","02:12",906,true,true,true,true,true,false,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","01:45",906,"2020-03-06T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8300",0,"EcoHealth_20190514.csv",0,50
"5d2d8a330c8ec0b8bdadad64","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","23:52",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","23:25",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8266",0,"EcoHealth_20190514.csv",0,50
"5d2d8a330c8ec0b8bdadad6b","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","04:12",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","03:45",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8268",0,"EcoHealth_20190514.csv",0,50
"5d2d8a330c8ec0b8bdadad71","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","14:17",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","13:50",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8254",0,"EcoHealth_20190514.csv",0,50
"5d2da3540c8ec0b8bdcbfa51","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:51",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","21:20",906,"2020-02-27T00:00:00.000Z","2019-11-03T00:00:00.000Z","WS-3190",0,"EcoHealth_20190514.csv",0,78
"5d2d8a330c8ec0b8bdadad97","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:52",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","21:25",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8262",0,"EcoHealth_20190514.csv",0,50
"5d2da3540c8ec0b8bdcbfa57","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:05",906,true,true,true,true,true,true,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","14:30",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","WS-3364",0,"EcoHealth_20190514.csv",0,78
"5d2d8a330c8ec0b8bdadad7a","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:47",906,false,false,false,false,false,true,false,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","15:20",906,"2020-03-07T00:00:00.000Z","2019-12-07T00:00:00.000Z","AC-8256",0,"EcoHealth_20190514.csv",0,50
"5d2d8a330c8ec0b8bdadad42","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:47",906,true,true,true,true,true,false,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","15:20",906,"2020-03-06T00:00:00.000Z","2019-12-08T00:00:00.000Z","AC-8256",0,"EcoHealth_20190514.csv",0,50
"5d2d8a330c8ec0b8bdadad87","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","16:47",906,true,true,true,true,true,false,true,"Nanaimo","[-123.8692,49.0528]","Canada","North America","YCD","Nanaimo Airport","BC","British Columbia","16:20",906,"2020-03-06T00:00:00.000Z","2020-02-19T00:00:00.000Z","AC-8258",0,"EcoHealth_20190514.csv",0,50
"5d2d8a340c8ec0b8bdadadbc","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","20:08",906,true,true,true,true,true,true,true,"Castlegar","[-117.6322,49.2956]","Canada","North America","YCG","West Kootenay Regional","BC","British Columbia","18:50",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8247",0,"EcoHealth_20190514.csv",0,50
"5d2d8a340c8ec0b8bdadadc8","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","01:13",906,true,true,true,true,true,false,false,"Castlegar","[-117.6322,49.2956]","Canada","North America","YCG","West Kootenay Regional","BC","British Columbia","23:55",906,"2020-03-06T00:00:00.000Z","2019-11-04T00:00:00.000Z","AC-8251",0,"EcoHealth_20190514.csv",0,50
"5d2d8a340c8ec0b8bdadadc2","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","23:03",906,true,true,true,true,true,true,true,"Castlegar","[-117.6322,49.2956]","Canada","North America","YCG","West Kootenay Regional","BC","British Columbia","21:45",906,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-8249",0,"EcoHealth_20190514.csv",0,50
"5d2d8a350c8ec0b8bdadaeba","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:30",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","13:45",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-233",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaec4","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","16:30",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","14:45",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-237",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaedc","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","22:30",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","20:45",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-243",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaed5","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:00",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","19:15",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-241",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaf1a","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","18:30",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","16:45",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-239",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaee1","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","00:30",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","22:45",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-247",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaf3e","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","01:45",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","00:00",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-251",0,"EcoHealth_20190514.csv",0,120
"5d2d8a350c8ec0b8bdadaf42","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","04:25",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","02:40",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","AC-253",0,"EcoHealth_20190514.csv",0,120
"5d2d922e0c8ec0b8bdb7a080","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:45",906,true,true,true,true,true,true,true,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","18:05",916,"2020-03-07T00:00:00.000Z","2019-11-03T00:00:00.000Z","F8-415",0,"EcoHealth_20190514.csv",0,150
"5d2da3560c8ec0b8bdcbfe3d","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","02:09",906,false,false,false,true,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","00:30",916,"2020-02-27T00:00:00.000Z","2019-12-12T00:00:00.000Z","WS-141",0,"EcoHealth_20190514.csv",0,174
"5d2da3580c8ec0b8bdcc0177","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","05:39",906,false,false,false,true,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","04:00",916,"2020-02-27T00:00:00.000Z","2019-12-12T00:00:00.000Z","WS-909",0,"EcoHealth_20190514.csv",0,130
"5d2da3570c8ec0b8bdcbff7b","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","04:09",906,false,false,false,true,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","02:30",916,"2020-02-27T00:00:00.000Z","2019-12-26T00:00:00.000Z","WS-199",0,"EcoHealth_20190514.csv",0,130
"5d2da3570c8ec0b8bdcbff1d","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:48",906,false,true,false,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","14:00",916,"2020-02-25T00:00:00.000Z","2019-12-31T00:00:00.000Z","WS-171",0,"EcoHealth_20190514.csv",0,113
"5d2da3580c8ec0b8bdcc00cb","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","22:09",906,true,false,true,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","20:30",916,"2020-02-26T00:00:00.000Z","2020-01-01T00:00:00.000Z","WS-177",0,"EcoHealth_20190514.csv",0,113
"5d2da3560c8ec0b8bdcbfea3","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:09",906,true,false,false,false,true,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","19:30",916,"2020-02-24T00:00:00.000Z","2020-01-03T00:00:00.000Z","WS-165",0,"EcoHealth_20190514.csv",0,130
"5d2da3570c8ec0b8bdcbff5a","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","04:09",906,false,true,false,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","02:30",916,"2020-02-25T00:00:00.000Z","2020-01-07T00:00:00.000Z","WS-199",0,"EcoHealth_20190514.csv",0,130
"5d2da3580c8ec0b8bdcc00d4","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","22:09",906,false,true,false,false,true,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","20:30",916,"2020-02-25T00:00:00.000Z","2020-01-07T00:00:00.000Z","WS-177",0,"EcoHealth_20190514.csv",0,130
"5d2da3580c8ec0b8bdcc013b","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","00:09",906,false,true,false,true,true,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","22:30",916,"2020-02-27T00:00:00.000Z","2020-01-07T00:00:00.000Z","WS-211",0,"EcoHealth_20190514.csv",0,174
"5d2da3570c8ec0b8bdcbfeea","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:48",906,true,false,false,true,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","14:00",916,"2020-02-24T00:00:00.000Z","2020-01-09T00:00:00.000Z","WS-171",0,"EcoHealth_20190514.csv",0,130
"5d2da3580c8ec0b8bdcc009d","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","15:48",906,false,false,true,false,false,true,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","14:00",916,"2020-02-26T00:00:00.000Z","2020-01-11T00:00:00.000Z","WS-171",0,"EcoHealth_20190514.csv",0,174
"5d2da3560c8ec0b8bdcbfe7f","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:09",906,true,false,true,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","17:30",916,"2020-02-24T00:00:00.000Z","2020-01-13T00:00:00.000Z","WS-161",0,"EcoHealth_20190514.csv",0,130
"5d2da3580c8ec0b8bdcc0143","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","00:09",906,true,false,true,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","22:30",916,"2020-02-24T00:00:00.000Z","2020-01-13T00:00:00.000Z","WS-211",0,"EcoHealth_20190514.csv",0,130
"5d2da3560c8ec0b8bdcbfe83","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:09",906,false,true,false,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","17:30",916,"2020-02-25T00:00:00.000Z","2020-01-14T00:00:00.000Z","WS-161",0,"EcoHealth_20190514.csv",0,130
"5d2da3560c8ec0b8bdcbfe88","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","19:09",906,false,false,false,true,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","17:30",916,"2020-02-27T00:00:00.000Z","2020-01-16T00:00:00.000Z","WS-161",0,"EcoHealth_20190514.csv",0,174
"5d2da3580c8ec0b8bdcc0119","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","04:09",906,true,false,false,false,true,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","02:30",916,"2020-02-24T00:00:00.000Z","2020-01-20T00:00:00.000Z","WS-199",0,"EcoHealth_20190514.csv",0,130
"5d2da3580c8ec0b8bdcc0055","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","21:09",906,false,true,false,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","19:30",916,"2020-02-25T00:00:00.000Z","2020-02-04T00:00:00.000Z","WS-165",0,"EcoHealth_20190514.csv",0,113
"5d2da3570c8ec0b8bdcbffde","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","02:09",906,false,true,false,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","00:30",916,"2020-02-25T00:00:00.000Z","2020-02-04T00:00:00.000Z","WS-141",0,"EcoHealth_20190514.csv",0,113
"5d2da3560c8ec0b8bdcbfe2c","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","02:09",906,false,false,true,false,false,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","00:30",916,"2020-02-26T00:00:00.000Z","2020-02-05T00:00:00.000Z","WS-141",0,"EcoHealth_20190514.csv",0,174
"5d2da3580c8ec0b8bdcc015d","Vancouver","[-123.1853,49.1872]","Canada","North America","YVR","Vancouver Intl","BC","British Columbia","06:54",906,true,false,true,false,true,false,false,"Edmonton","[-113.5917,53.3042]","Canada","North America","YEG","Edmonton Intl","AB","Alberta","05:15",916,"2020-02-26T00:00:00.000Z","2020-02-05T00:00:00.000Z","WS-337",0,"EcoHealth_20190514.csv",0,174
